seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag
5,multi_greedy,4,1,1,0,0,1,3.508559,91.000000,1.169520,24,0.239927,45,0,0,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.169513,1.065999,0.489778,0.010013,0.008762,0.004767,0.008762,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,2,0,0,3,0.000000,91.000000,1.098901,24,0.239927,45,0,0,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.098901,1.195219,0.778210,0.010013,0.008910,0.005403,0.008910,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,3,1,1,1,3.203059,83.666700,1.067686,26,0.239927,45,0,1,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.122733,1.116827,0.489778,0.011161,0.010013,0.005920,0.011161,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,4,2,2,1,1.123409,128.500000,0.374470,30,0.239927,45,0,2,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,0,24,26,30,91.000000,83.666700,128.500000,1.122733,1.065999,0.528043,0.015260,0.014013,0.010013,0.015260,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,5,2,2,2,0.375952,128.500000,0.046994,30,0.239927,45,0,2,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,0,24,26,30,91.000000,83.666700,128.500000,0.694988,0.221524,0.070144,0.024892,0.020947,0.010013,0.024892,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,6,0,0,2,5.401991,91.000000,0.675249,24,0.239927,45,0,0,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,0.732062,0.221524,0.066014,0.010013,0.006398,-0.004325,0.006398,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,7,1,1,1,3.158728,83.666700,1.052909,26,0.239927,45,0,1,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.122733,1.120521,0.489778,0.011158,0.010013,0.005918,0.011158,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,8,2,2,1,1.678563,128.500000,0.559521,30,0.239927,45,0,2,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.122733,1.065999,0.497201,0.015352,0.014104,0.010013,0.015352,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,9,2,2,2,0.581398,128.500000,0.072675,30,0.239927,45,0,2,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,0,24,26,30,91.000000,83.666700,128.500000,0.694988,0.221524,0.067809,0.025308,0.021352,0.010013,0.025308,4,4,0,fixed,4,4,0,0
5,multi_greedy,4,1,10,0,0,3,0.000000,91.000000,1.098901,24,0.239927,45,0,0,0,0.239927,0.317966,0.078040,0.078040,0.239927,0.000000,4,0,1,-1,24,26,30,91.000000,83.666700,128.500000,1.098901,1.195219,0.778210,0.010013,0.008910,0.005403,0.008910,4,4,0,fixed,4,4,0,0
