seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta
1001,online_dqn,5,1,1,1,1,4,0.000000,90.666700,0.441176,22,0.189634,39,0,0,1,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,0,21,22,37,89.500000,90.666700,146.167000,0.446927,0.441176,0.273660,0.001501,0.001543,-0.002740,0.001501
1001,online_dqn,5,1,2,1,1,3,0.000000,90.666700,1.102941,22,0.189634,39,0,1,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,-1,21,22,37,89.500000,90.666700,146.167000,1.117318,1.102941,0.684149,0.001493,0.001543,-0.002376,0.001493
1001,online_dqn,5,1,3,0,0,3,0.000000,89.500000,1.117318,21,0.189634,39,0,0,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,-1,21,22,37,89.500000,90.666700,146.167000,1.117318,1.102941,0.684149,0.001543,0.001594,-0.002327,0.001594
1001,online_dqn,5,1,4,2,2,2,0.453578,146.167000,0.056697,37,0.189634,39,0,2,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.063713,0.012080,0.011988,0.001543,0.012080
1001,online_dqn,5,1,5,1,1,3,0.000000,90.666700,1.102941,22,0.189634,39,0,1,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,-1,21,22,37,89.500000,90.666700,146.167000,1.117318,1.102941,0.684149,0.001493,0.001543,-0.002376,0.001493
1001,online_dqn,5,1,6,1,1,3,0.000000,90.666700,1.102941,22,0.189634,39,0,1,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,-1,21,22,37,89.500000,90.666700,146.167000,1.117318,1.102941,0.684149,0.001493,0.001543,-0.002376,0.001493
1001,online_dqn,5,1,7,2,2,2,0.527889,146.167000,0.065986,37,0.189634,39,0,2,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.063197,0.012143,0.012052,0.001543,0.012143
1001,online_dqn,5,1,8,1,1,2,4.387860,90.666700,0.548482,22,0.189634,39,0,1,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,-1,21,22,37,89.500000,90.666700,146.167000,0.669387,0.587021,0.061677,0.001548,0.001543,-0.008331,0.001548
1001,online_dqn,5,1,9,2,2,2,0.408719,146.167000,0.051090,37,0.189634,39,0,0,1,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.064025,0.012042,0.011951,0.001543,0.012042
1001,online_dqn,5,1,10,2,2,2,0.452426,146.167000,0.056553,37,0.189634,39,0,2,0,0.189634,0.208062,0.018428,0.018428,0.189634,0.000000,5,0,1,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.063721,0.012079,0.011987,0.001543,0.012079
